customer_id,time_period,after,treatment_group,sales
896,7,0,treatment,1.62
895,7,0,treatment,0
894,7,0,treatment,0
893,7,0,treatment,11.1
807,8,0,treatment,0
806,8,0,treatment,2.51
811,8,0,treatment,0
820,8,0,treatment,0
808,8,0,treatment,0
821,8,0,treatment,0
813,8,0,treatment,0
700,8,0,treatment,0.41
812,8,0,treatment,3.11
699,8,0,treatment,5.51
817,8,0,treatment,6.31
828,8,0,treatment,3.54
822,8,0,treatment,0.42
810,8,0,treatment,10.4
804,8,0,treatment,4.57
809,8,0,treatment,0
826,8,0,treatment,2.2
814,8,0,treatment,9.15
701,8,0,treatment,5.23
819,8,0,treatment,4.88
830,8,0,treatment,0
818,8,0,treatment,4.59
829,8,0,treatment,4.8
823,8,0,treatment,0
498,8,0,control,0
805,8,0,treatment,0
730,8,0,treatment,8.73
827,8,0,treatment,5.18
815,8,0,treatment,5.15
702,8,0,treatment,0
404,8,0,control,0
831,8,0,treatment,0.39
802,8,0,treatment,0
500,8,0,control,0.78
824,8,0,treatment,4.04
499,8,0,control,1.66
537,8,0,treatment,9.09
731,8,0,treatment,0
136,8,0,control,0
816,8,0,treatment,4.39
703,8,0,treatment,0
405,8,0,control,10
832,8,0,treatment,0
803,8,0,treatment,1.26
501,8,0,treatment,1.26
825,8,0,treatment,4.21
733,8,0,treatment,1.67
538,8,0,treatment,0
732,8,0,treatment,3.51
137,8,0,control,0
504,8,0,treatment,1.92
704,8,0,treatment,2.32
406,8,0,control,0
833,8,0,treatment,1.04
697,8,0,treatment,0
502,8,0,treatment,0
134,8,0,control,2.75
734,8,0,treatment,9.02
539,8,0,treatment,4.87
506,8,0,treatment,0.32
138,8,0,control,3.7
505,8,0,treatment,0
705,8,0,treatment,3.91
407,8,0,control,0
834,8,0,treatment,5.25
698,8,0,treatment,11
503,8,0,treatment,2.58
135,8,0,control,1.22
735,8,0,treatment,1.79
540,8,0,treatment,0.81
507,8,0,treatment,0
139,8,0,control,1.56
106,8,0,control,4.15
706,8,0,treatment,11.38
408,8,0,control,0
835,8,0,treatment,5.53
110,8,0,control,0.2
710,8,0,treatment,9.6
769,8,0,treatment,0
736,8,0,treatment,2.22
541,8,0,treatment,1.64
508,8,0,treatment,1.17
140,8,0,control,17.85
107,8,0,control,3.27
707,8,0,treatment,0
409,8,0,control,0.11
836,8,0,treatment,0
111,8,0,control,2.99
711,8,0,treatment,0
770,8,0,treatment,2.21
737,8,0,treatment,2.84
542,8,0,treatment,2.33
509,8,0,treatment,6.21
141,8,0,control,0
108,8,0,control,0
708,8,0,treatment,1.73
410,8,0,control,0
837,8,0,treatment,0
112,8,0,control,0
712,8,0,treatment,0
771,8,0,treatment,8.35
738,8,0,treatment,0
543,8,0,treatment,3.86
510,8,0,treatment,0
142,8,0,control,0
109,8,0,control,3.93
709,8,0,treatment,3.64
411,8,0,control,11.04
838,8,0,treatment,1.85
113,8,0,control,0
713,8,0,treatment,12.97
772,8,0,treatment,5.74
739,8,0,treatment,0
544,8,0,treatment,4.59
511,8,0,treatment,0.77
143,8,0,control,1.08
743,8,0,treatment,11.99
548,8,0,treatment,6.66
412,8,0,control,2.32
839,8,0,treatment,0
114,8,0,control,4.95
714,8,0,treatment,0
773,8,0,treatment,3.99
740,8,0,treatment,0
545,8,0,treatment,9.46
512,8,0,treatment,0
144,8,0,control,2.31
744,8,0,treatment,0.16
549,8,0,treatment,4.93
413,8,0,control,0
840,8,0,treatment,0
115,8,0,control,0
715,8,0,treatment,0
774,8,0,treatment,3.19
741,8,0,treatment,0
546,8,0,treatment,7.33
513,8,0,treatment,3.57
145,8,0,control,0.82
745,8,0,treatment,8.88
550,8,0,treatment,6.92
414,8,0,control,1.19
841,8,0,treatment,4.13
116,8,0,control,6.35
716,8,0,treatment,0
775,8,0,treatment,0.88
742,8,0,treatment,0
547,8,0,treatment,0
514,8,0,treatment,1.26
146,8,0,control,0
746,8,0,treatment,8.19
551,8,0,treatment,4.84
415,8,0,control,0
842,8,0,treatment,0
117,8,0,control,3.03
717,8,0,treatment,1.67
776,8,0,treatment,0
846,8,0,treatment,0
121,8,0,control,0
515,8,0,treatment,0.1
147,8,0,control,4.31
747,8,0,treatment,7.33
552,8,0,treatment,11.56
416,8,0,control,0
843,8,0,treatment,0
118,8,0,control,0
718,8,0,treatment,0
777,8,0,treatment,6.75
847,8,0,treatment,5.19
122,8,0,control,3.46
516,8,0,treatment,3.41
148,8,0,control,7.02
748,8,0,treatment,6.24
553,8,0,treatment,0
417,8,0,control,4.63
844,8,0,treatment,0
119,8,0,control,3.23
719,8,0,treatment,5.32
778,8,0,treatment,3.58
848,8,0,treatment,1.42
123,8,0,control,2.81
517,8,0,treatment,0
149,8,0,control,9.77
749,8,0,treatment,0
554,8,0,treatment,1.94
418,8,0,control,0
845,8,0,treatment,12.64
120,8,0,control,7.99
720,8,0,treatment,6.39
779,8,0,treatment,0
849,8,0,treatment,1.08
124,8,0,control,6.02
518,8,0,treatment,0
150,8,0,control,0
750,8,0,treatment,4.2
555,8,0,treatment,12.14
419,8,0,control,0
154,8,0,control,8.87
754,8,0,treatment,1.18
721,8,0,treatment,10.85
780,8,0,treatment,0
850,8,0,treatment,0
125,8,0,control,1.62
519,8,0,treatment,4.98
151,8,0,control,0.09
751,8,0,treatment,0
556,8,0,treatment,1.38
420,8,0,control,0.45
155,8,0,control,0
755,8,0,treatment,0.3
722,8,0,treatment,6.31
781,8,0,treatment,2.98
851,8,0,treatment,0
126,8,0,control,3.79
520,8,0,treatment,5.08
152,8,0,control,0
752,8,0,treatment,0
557,8,0,treatment,10.47
421,8,0,control,2.51
156,8,0,control,0.37
756,8,0,treatment,0
723,8,0,treatment,1.74
782,8,0,treatment,0
852,8,0,treatment,14.49
127,8,0,control,1.71
521,8,0,treatment,0
153,8,0,control,3.3
753,8,0,treatment,4.97
558,8,0,treatment,2.93
422,8,0,control,0
157,8,0,control,0
757,8,0,treatment,0
724,8,0,treatment,3.48
783,8,0,treatment,4.44
853,8,0,treatment,3.21
128,8,0,control,0
522,8,0,treatment,8.73
787,8,0,treatment,0
857,8,0,treatment,0
559,8,0,treatment,1.3
423,8,0,control,0
158,8,0,control,0
758,8,0,treatment,0
725,8,0,treatment,1.16
784,8,0,treatment,0
854,8,0,treatment,14.33
129,8,0,control,0.55
523,8,0,treatment,1.18
788,8,0,treatment,9.17
858,8,0,treatment,0
560,8,0,treatment,0
424,8,0,control,2.27
159,8,0,control,0
759,8,0,treatment,0
726,8,0,treatment,0
785,8,0,treatment,6.64
855,8,0,treatment,10.33
130,8,0,control,4.52
524,8,0,treatment,8.95
789,8,0,treatment,0
859,8,0,treatment,3.91
561,8,0,treatment,3.59
425,8,0,control,0
160,8,0,control,4.81
760,8,0,treatment,0
727,8,0,treatment,9.3
786,8,0,treatment,0
856,8,0,treatment,9.46
131,8,0,control,0
525,8,0,treatment,4.25
790,8,0,treatment,0
860,8,0,treatment,4.78
562,8,0,treatment,3.05
426,8,0,control,1.23
161,8,0,control,6.16
761,8,0,treatment,0
728,8,0,treatment,3.85
430,8,0,control,2.19
165,8,0,control,7.17
132,8,0,control,2.82
526,8,0,treatment,9.55
791,8,0,treatment,3.08
861,8,0,treatment,0
563,8,0,treatment,2.1
427,8,0,control,8.94
162,8,0,control,0
762,8,0,treatment,4.24
729,8,0,treatment,0
431,8,0,control,8.57
166,8,0,control,0
133,8,0,control,0
527,8,0,treatment,0
792,8,0,treatment,9.97
862,8,0,treatment,0
564,8,0,treatment,11.67
428,8,0,control,2.84
163,8,0,control,0
763,8,0,treatment,0
465,8,0,control,8.89
432,8,0,control,4.95
167,8,0,control,0
664,8,0,treatment,5.29
528,8,0,treatment,7.25
793,8,0,treatment,0
863,8,0,treatment,4.03
565,8,0,treatment,0
429,8,0,control,0
164,8,0,control,1.62
764,8,0,treatment,0.79
466,8,0,control,0
433,8,0,control,9.47
168,8,0,control,0
665,8,0,treatment,1.29
529,8,0,treatment,2.5
794,8,0,treatment,0.19
864,8,0,treatment,7.16
566,8,0,treatment,2.45
533,8,0,treatment,1.46
798,8,0,treatment,1.85
765,8,0,treatment,10.72
467,8,0,control,0.14
434,8,0,control,0
169,8,0,control,11.61
666,8,0,treatment,7.42
530,8,0,treatment,3.88
795,8,0,treatment,4.46
865,8,0,treatment,4.86
567,8,0,treatment,2.66
534,8,0,treatment,3.02
799,8,0,treatment,9.88
766,8,0,treatment,0
468,8,0,control,0
435,8,0,control,1.07
170,8,0,control,0.46
667,8,0,treatment,0.87
531,8,0,treatment,0
796,8,0,treatment,2.75
866,8,0,treatment,0
568,8,0,treatment,0
535,8,0,treatment,2.73
800,8,0,treatment,8.66
767,8,0,treatment,7.55
469,8,0,control,0
436,8,0,control,6.83
171,8,0,control,0
668,8,0,treatment,0
532,8,0,treatment,0
797,8,0,treatment,5.76
867,8,0,treatment,1.23
569,8,0,treatment,2.05
536,8,0,treatment,2.58
801,8,0,treatment,13.82
768,8,0,treatment,5.31
470,8,0,control,0
437,8,0,control,2.23
172,8,0,control,0
669,8,0,treatment,7.54
636,8,0,treatment,0
603,8,0,treatment,0
868,8,0,treatment,1.54
570,8,0,treatment,4.57
305,8,0,control,2.25
40,8,0,control,5.9
7,8,0,control,0
471,8,0,control,9.23
438,8,0,control,4.46
173,8,0,control,1.69
670,8,0,treatment,4.71
637,8,0,treatment,0
604,8,0,treatment,2.12
869,8,0,treatment,8.47
571,8,0,treatment,0
306,8,0,control,0
41,8,0,control,1.94
8,8,0,control,0.02
472,8,0,control,1.38
439,8,0,control,4.01
174,8,0,control,11.87
671,8,0,treatment,1.66
638,8,0,treatment,1.83
605,8,0,treatment,10.1
870,8,0,treatment,0
572,8,0,treatment,0
307,8,0,control,6.82
42,8,0,control,9.38
9,8,0,control,0
473,8,0,control,0
440,8,0,control,0
175,8,0,control,6.84
672,8,0,treatment,2.33
639,8,0,treatment,7.03
606,8,0,treatment,0
871,8,0,treatment,1.36
573,8,0,treatment,0
308,8,0,control,1.08
43,8,0,control,11.05
10,8,0,control,3.94
474,8,0,control,3.03
441,8,0,control,2.67
176,8,0,control,0
673,8,0,treatment,0
640,8,0,treatment,3.74
607,8,0,treatment,0
872,8,0,treatment,0
574,8,0,treatment,0
309,8,0,control,0
44,8,0,control,6.36
11,8,0,control,0
475,8,0,control,1.75
442,8,0,control,1.07
177,8,0,control,3.33
674,8,0,treatment,8.3
641,8,0,treatment,0
608,8,0,treatment,0.76
873,8,0,treatment,6.67
575,8,0,treatment,0.93
310,8,0,control,0
45,8,0,control,6.58
12,8,0,control,0
476,8,0,control,0
443,8,0,control,1.71
178,8,0,control,0
675,8,0,treatment,6.02
642,8,0,treatment,4.43
609,8,0,treatment,0
874,8,0,treatment,2.87
576,8,0,treatment,1.53
311,8,0,control,0
46,8,0,control,3.66
13,8,0,control,1.15
477,8,0,control,4.96
444,8,0,control,4.72
179,8,0,control,0
676,8,0,treatment,3.72
643,8,0,treatment,0
610,8,0,treatment,15.87
875,8,0,treatment,0
577,8,0,treatment,0
312,8,0,control,1.46
47,8,0,control,0
14,8,0,control,0
478,8,0,control,0
445,8,0,control,11.85
180,8,0,control,4.48
677,8,0,treatment,6.21
644,8,0,treatment,1.73
611,8,0,treatment,0
876,8,0,treatment,6.66
578,8,0,treatment,2.17
313,8,0,control,0
48,8,0,control,3.8
15,8,0,control,4.11
479,8,0,control,0
446,8,0,control,0.6
181,8,0,control,9.7
678,8,0,treatment,0
645,8,0,treatment,0
612,8,0,treatment,1.1
877,8,0,treatment,0
579,8,0,treatment,0
314,8,0,control,5.6
49,8,0,control,3.8
16,8,0,control,0
480,8,0,control,2.04
447,8,0,control,7.5
182,8,0,control,3.72
679,8,0,treatment,0
646,8,0,treatment,0
613,8,0,treatment,5.13
878,8,0,treatment,0
580,8,0,treatment,0
315,8,0,control,0
50,8,0,control,7.07
17,8,0,control,4.16
481,8,0,control,4.92
448,8,0,control,6.12
183,8,0,control,5.45
680,8,0,treatment,5.02
647,8,0,treatment,5.03
614,8,0,treatment,0
879,8,0,treatment,3.85
581,8,0,treatment,3.49
316,8,0,control,1.97
51,8,0,control,2.17
18,8,0,control,0
482,8,0,control,2.21
449,8,0,control,5.83
184,8,0,control,0
681,8,0,treatment,0
648,8,0,treatment,0
615,8,0,treatment,9.94
880,8,0,treatment,0
582,8,0,treatment,4.43
317,8,0,control,3.76
52,8,0,control,0
19,8,0,control,5.31
483,8,0,control,3.09
450,8,0,control,12.16
185,8,0,control,3.42
682,8,0,treatment,0
649,8,0,treatment,6.08
616,8,0,treatment,10.84
881,8,0,treatment,4.03
583,8,0,treatment,14.84
318,8,0,control,0
53,8,0,control,4.75
20,8,0,control,0
484,8,0,control,6.9
451,8,0,control,0
186,8,0,control,9.7
683,8,0,treatment,1.59
650,8,0,treatment,2.48
617,8,0,treatment,2.8
882,8,0,treatment,0
584,8,0,treatment,0
319,8,0,control,5.03
54,8,0,control,0.19
21,8,0,control,0
485,8,0,control,0
452,8,0,control,0
187,8,0,control,0.43
684,8,0,treatment,0
651,8,0,treatment,1.81
618,8,0,treatment,15.84
883,8,0,treatment,4.08
585,8,0,treatment,4.26
320,8,0,control,0
55,8,0,control,0
22,8,0,control,4.33
486,8,0,control,8.03
453,8,0,control,3.45
188,8,0,control,0
685,8,0,treatment,13.62
652,8,0,treatment,4.18
619,8,0,treatment,0
884,8,0,treatment,5.06
586,8,0,treatment,0
321,8,0,control,0
56,8,0,control,5.3
23,8,0,control,0
487,8,0,control,1.24
454,8,0,control,3.86
189,8,0,control,2.73
686,8,0,treatment,0.55
653,8,0,treatment,0
620,8,0,treatment,0.25
885,8,0,treatment,0
587,8,0,treatment,6.48
322,8,0,control,12.04
57,8,0,control,5.57
24,8,0,control,2.98
488,8,0,control,6.19
455,8,0,control,10.16
190,8,0,control,0
687,8,0,treatment,7.7
654,8,0,treatment,6.92
621,8,0,treatment,7.75
886,8,0,treatment,12.77
588,8,0,treatment,2.01
323,8,0,control,1.85
58,8,0,control,0
25,8,0,control,0
489,8,0,control,0
456,8,0,control,0.93
191,8,0,control,0
688,8,0,treatment,4.33
655,8,0,treatment,0
622,8,0,treatment,3.85
887,8,0,treatment,0
589,8,0,treatment,0.42
324,8,0,control,11.51
59,8,0,control,5.96
26,8,0,control,0
490,8,0,control,7.96
457,8,0,control,0
192,8,0,control,0
689,8,0,treatment,0
656,8,0,treatment,0
623,8,0,treatment,2.19
888,8,0,treatment,9.17
590,8,0,treatment,0
325,8,0,control,6.68
60,8,0,control,7.04
27,8,0,control,0
491,8,0,control,8.91
458,8,0,control,0
193,8,0,control,0
690,8,0,treatment,4.19
657,8,0,treatment,7.41
624,8,0,treatment,2.45
889,8,0,treatment,6.62
591,8,0,treatment,6.38
326,8,0,control,3.94
61,8,0,control,1
28,8,0,control,0
492,8,0,control,0
459,8,0,control,0.57
194,8,0,control,9.75
691,8,0,treatment,6.18
658,8,0,treatment,0
625,8,0,treatment,0
890,8,0,treatment,0.92
592,8,0,treatment,2.05
327,8,0,control,0
62,8,0,control,5.05
29,8,0,control,5.46
493,8,0,control,5.41
460,8,0,control,9.01
195,8,0,control,6.72
692,8,0,treatment,0
659,8,0,treatment,0.02
626,8,0,treatment,0.21
891,8,0,treatment,0
593,8,0,treatment,2.23
328,8,0,control,1.76
63,8,0,control,0.47
30,8,0,control,0
494,8,0,control,2.29
461,8,0,control,0
196,8,0,control,6.23
693,8,0,treatment,0
660,8,0,treatment,0
627,8,0,treatment,7.04
892,8,0,treatment,7.02
594,8,0,treatment,1.61
329,8,0,control,12.29
64,8,0,control,12.51
31,8,0,control,0.22
495,8,0,control,0.51
462,8,0,control,0
197,8,0,control,0
694,8,0,treatment,0
661,8,0,treatment,8.08
628,8,0,treatment,5.27
893,8,0,treatment,12.73
595,8,0,treatment,0.15
330,8,0,control,2.36
65,8,0,control,5.49
32,8,0,control,0
496,8,0,control,0.66
463,8,0,control,0
198,8,0,control,0
695,8,0,treatment,0.25
662,8,0,treatment,4.75
629,8,0,treatment,0
894,8,0,treatment,0
596,8,0,treatment,5.44
331,8,0,control,2.55
66,8,0,control,0
33,8,0,control,5.19
497,8,0,control,0
464,8,0,control,0
199,8,0,control,0
696,8,0,treatment,0
663,8,0,treatment,1.8
630,8,0,treatment,6.94
895,8,0,treatment,0.02
597,8,0,treatment,6.6
332,8,0,control,0
67,8,0,control,0
34,8,0,control,6.76
1,8,0,control,2.66
233,8,0,control,0
200,8,0,control,0
995,8,0,treatment,0
962,8,0,treatment,1.69
631,8,0,treatment,9.49
896,8,0,treatment,1.44
598,8,0,treatment,4.43
333,8,0,control,4.5
68,8,0,control,0
35,8,0,control,0
2,8,0,control,0
234,8,0,control,6.87
201,8,0,control,0
996,8,0,treatment,0
963,8,0,treatment,1.54
632,8,0,treatment,2.12
897,8,0,treatment,2.27
599,8,0,treatment,12.12
334,8,0,control,0
69,8,0,control,0
36,8,0,control,0
3,8,0,control,2.84
235,8,0,control,0
202,8,0,control,0
997,8,0,treatment,0
964,8,0,treatment,0.18
633,8,0,treatment,0
898,8,0,treatment,4.25
600,8,0,treatment,3.6
335,8,0,control,0
70,8,0,control,3.61
37,8,0,control,0
4,8,0,control,0
236,8,0,control,3.59
203,8,0,control,0
998,8,0,treatment,0
965,8,0,treatment,2.55
634,8,0,treatment,0
899,8,0,treatment,1.54
601,8,0,treatment,4.27
336,8,0,control,0.86
71,8,0,control,3.31
38,8,0,control,1.22
5,8,0,control,0
237,8,0,control,3.84
204,8,0,control,10.94
999,8,0,treatment,0
966,8,0,treatment,3.51
635,8,0,treatment,0
900,8,0,treatment,2.21
602,8,0,treatment,0
337,8,0,control,0
72,8,0,control,4.96
39,8,0,control,0
6,8,0,control,0
238,8,0,control,4.48
205,8,0,control,0
1000,8,0,treatment,8.27
967,8,0,treatment,5.77
934,8,0,treatment,5.43
901,8,0,treatment,2.9
371,8,0,control,7.22
338,8,0,control,6.25
73,8,0,control,7.03
905,8,0,treatment,11.16
272,8,0,control,0.74
239,8,0,control,0
206,8,0,control,0
909,8,0,treatment,4.42
968,8,0,treatment,1.59
935,8,0,treatment,3.79
902,8,0,treatment,5.23
372,8,0,control,4.16
339,8,0,control,3.25
74,8,0,control,0
906,8,0,treatment,0.37
273,8,0,control,0
240,8,0,control,0
207,8,0,control,1.4
910,8,0,treatment,0
969,8,0,treatment,0
936,8,0,treatment,3.58
903,8,0,treatment,7.69
373,8,0,control,0
340,8,0,control,7.65
75,8,0,control,0
907,8,0,treatment,2.02
274,8,0,control,2.7
241,8,0,control,0
208,8,0,control,6.62
911,8,0,treatment,0
970,8,0,treatment,1.38
937,8,0,treatment,2.98
904,8,0,treatment,0.94
374,8,0,control,0.7
341,8,0,control,3.97
76,8,0,control,0
908,8,0,treatment,0
275,8,0,control,0
242,8,0,control,4.21
209,8,0,control,0
912,8,0,treatment,0
971,8,0,treatment,10.65
938,8,0,treatment,0
213,8,0,control,3.76
375,8,0,control,8.45
342,8,0,control,7.88
77,8,0,control,7.67
217,8,0,control,5.98
276,8,0,control,0.45
243,8,0,control,0
210,8,0,control,4.8
913,8,0,treatment,0.89
972,8,0,treatment,1.34
939,8,0,treatment,4.82
214,8,0,control,0.12
376,8,0,control,8.06
343,8,0,control,8.36
78,8,0,control,4.21
218,8,0,control,0
277,8,0,control,5.88
244,8,0,control,0
211,8,0,control,0
914,8,0,treatment,0
973,8,0,treatment,0.36
940,8,0,treatment,0
215,8,0,control,0
377,8,0,control,0
344,8,0,control,3.63
79,8,0,control,3.41
219,8,0,control,0
278,8,0,control,0
245,8,0,control,3.13
212,8,0,control,1.35
915,8,0,treatment,3.63
974,8,0,treatment,7.79
941,8,0,treatment,0
216,8,0,control,4.45
378,8,0,control,7.06
345,8,0,control,0.15
80,8,0,control,0
220,8,0,control,1.13
279,8,0,control,8.16
246,8,0,control,8.01
84,8,0,control,1.74
916,8,0,treatment,3.45
975,8,0,treatment,4.23
942,8,0,treatment,0
88,8,0,control,0
379,8,0,control,0
346,8,0,control,6.19
81,8,0,control,11.06
221,8,0,control,0
280,8,0,control,9.55
247,8,0,control,5.19
85,8,0,control,0
917,8,0,treatment,6.27
976,8,0,treatment,0
943,8,0,treatment,3.51
89,8,0,control,0
380,8,0,control,0
347,8,0,control,8.06
82,8,0,control,2.78
222,8,0,control,7.15
281,8,0,control,4.85
248,8,0,control,2.11
86,8,0,control,0.68
918,8,0,treatment,5.57
977,8,0,treatment,6.88
944,8,0,treatment,6.59
90,8,0,control,9.05
381,8,0,control,0
348,8,0,control,0.1
83,8,0,control,0
223,8,0,control,0
282,8,0,control,6.36
249,8,0,control,0.06
87,8,0,control,1.96
919,8,0,treatment,2.79
978,8,0,treatment,4.81
945,8,0,treatment,6.18
91,8,0,control,0
382,8,0,control,3.29
349,8,0,control,3.79
949,8,0,treatment,13.83
224,8,0,control,0
283,8,0,control,0
250,8,0,control,6.26
953,8,0,treatment,6
920,8,0,treatment,9.5
979,8,0,treatment,7.4
946,8,0,treatment,0
92,8,0,control,7.19
383,8,0,control,0
350,8,0,control,0
950,8,0,treatment,0
225,8,0,control,0
284,8,0,control,5.74
251,8,0,control,0
954,8,0,treatment,7.15
921,8,0,treatment,0
980,8,0,treatment,3.96
947,8,0,treatment,5.16
93,8,0,control,0
384,8,0,control,0
351,8,0,control,0
951,8,0,treatment,7.84
226,8,0,control,2.97
285,8,0,control,0
252,8,0,control,2.61
955,8,0,treatment,0.12
922,8,0,treatment,1.15
981,8,0,treatment,0
948,8,0,treatment,10.04
94,8,0,control,0
385,8,0,control,1.92
352,8,0,control,10.01
952,8,0,treatment,4.04
227,8,0,control,0
286,8,0,control,5.77
253,8,0,control,1.07
956,8,0,treatment,12.77
923,8,0,treatment,0
982,8,0,treatment,11.05
257,8,0,control,0
95,8,0,control,0
386,8,0,control,4.79
353,8,0,control,2.39
261,8,0,control,0
228,8,0,control,7.4
287,8,0,control,0
254,8,0,control,0
957,8,0,treatment,3.75
924,8,0,treatment,6.86
983,8,0,treatment,15.67
258,8,0,control,0
96,8,0,control,6.82
387,8,0,control,6.06
354,8,0,control,3.42
262,8,0,control,3.29
229,8,0,control,0
288,8,0,control,1.76
255,8,0,control,0
958,8,0,treatment,4.03
925,8,0,treatment,0.78
984,8,0,treatment,2.17
259,8,0,control,1.04
97,8,0,control,1.81
388,8,0,control,4.92
355,8,0,control,2.03
263,8,0,control,2.64
230,8,0,control,2.02
289,8,0,control,0.35
256,8,0,control,4.77
959,8,0,treatment,4.89
926,8,0,treatment,6.49
985,8,0,treatment,0
260,8,0,control,0
98,8,0,control,0
389,8,0,control,9.62
356,8,0,control,6.82
264,8,0,control,0
231,8,0,control,0.8
290,8,0,control,4.59
360,8,0,control,6.27
960,8,0,treatment,0.53
927,8,0,treatment,9.32
986,8,0,treatment,0
364,8,0,control,1.58
99,8,0,control,3.37
390,8,0,control,3.19
357,8,0,control,0
265,8,0,control,0
232,8,0,control,8.2
291,8,0,control,0
361,8,0,control,3.43
961,8,0,treatment,0
928,8,0,treatment,3.06
987,8,0,treatment,9.81
365,8,0,control,0
100,8,0,control,9.55
391,8,0,control,0.26
358,8,0,control,10.03
266,8,0,control,4.64
104,8,0,control,3.01
292,8,0,control,6.94
362,8,0,control,0
270,8,0,control,0
929,8,0,treatment,0
988,8,0,treatment,6.43
366,8,0,control,4.6
101,8,0,control,1.45
392,8,0,control,6.72
359,8,0,control,0
267,8,0,control,0
105,8,0,control,1.79
293,8,0,control,2.86
363,8,0,control,0
271,8,0,control,5.22
930,8,0,treatment,5.77
989,8,0,treatment,6.06
367,8,0,control,3.94
102,8,0,control,1.82
393,8,0,control,0
993,8,0,treatment,0
268,8,0,control,5.7
933,8,0,treatment,1.2
294,8,0,control,5.67
932,8,0,treatment,4.07
991,8,0,treatment,0
931,8,0,treatment,6.61
990,8,0,treatment,8.33
368,8,0,control,0
103,8,0,control,5.59
394,8,0,control,3.16
994,8,0,treatment,0.94
269,8,0,control,3.4
399,8,0,control,11.53
295,8,0,control,0.3
398,8,0,control,0.79
992,8,0,treatment,1.84
370,8,0,control,0.12
403,8,0,control,0
369,8,0,control,1.03
304,8,0,control,0
395,8,0,control,0.74
303,8,0,control,7.44
297,8,0,control,0
400,8,0,control,0
296,8,0,control,9.83
397,8,0,control,3.96
301,8,0,control,0
396,8,0,control,4.91
402,8,0,control,3.64
298,8,0,control,0
401,8,0,control,7.35
299,8,0,control,7.35
302,8,0,control,0
300,8,0,control,8.15
224,9,0,control,0
215,9,0,control,0
218,9,0,control,0
225,9,0,control,0.03
217,9,0,control,6.21
219,9,0,control,0
226,9,0,control,2.8
559,9,0,treatment,0
208,9,0,control,5.9
223,9,0,control,0
207,9,0,control,1.91
222,9,0,control,6.57
216,9,0,control,4.64
227,9,0,control,0
221,9,0,control,0
209,9,0,control,0
220,9,0,control,0.53
231,9,0,control,2.35
560,9,0,treatment,0
213,9,0,control,5.33
542,9,0,treatment,1.81
206,9,0,control,0
